#
!	FE	FI
!!!	FE
!?	FE
Kärnkraftsanläggningar	NCUPN@IS
Kärnkraftsfrågan	NCUSN@DS
Kärnkraftsladdningar	NCUPN@IS
Kärnkraftsmotståndare	NCUPN@IS
Kärnkraftsolyckor	NCUPN@IS
Kärnkraftsområdet	NCNSN@DS
Kärnkraftverk	NCNPN@IS	NCNSN@IS
Kärnkraftverkens	NCNPG@DS
Kärnkraftverket	NCNSN@DS
Kärnkvinna	NCUSN@IS
Kärnkvinnan	NCUSN@DS
Kärnkvinnor	NCUPN@IS
Kärnmateria	NCUSN@IS
Kärnmjölk	NCUSN@IS
Kärnområde	NCNSN@IS
Kärnområden	NCNPN@IS
Kärnområdet	NCNSN@DS
Kärnor	NCUPN@IS
Kärnpartiklar	NCUPN@IS
Kärnpunkten	NCUSN@DS
Kärnreaktor	NCUSN@IS
Kärnreaktorn	NCUSN@DS
Kärnsönderfall	NCNPN@IS
Kärnvapen	NCNPN@IS
Kärnvapenexplosion	NCUSN@IS
Kärnvapenexplosioner	NCUPN@IS
Kärnvapenfabrik	NCUSN@IS
Kärnvapenkonstruktör	NCUSN@IS
Kärnvapenkrig	NCNSN@IS
Kärnvapensmuggling	NCUSN@IS
Kärnverksamheten	NCUSN@DS
Kärr	NCNPN@IS
Kärra	NCUSN@IS
Kärran	NCUSN@DS
Kärret	NCNSN@DS
Kärrhöken	NCUSN@DS
Kärring	NCUSN@IS
Kärringar	NCUPN@IS
Kärringen	NCUSN@DS
Kärror	NCUPN@IS
Kärrorna	NCUPN@DS
Kärrtorps	NP00G@0S
Kärråsens	NP00G@0S
Kärt	AQPNSNIS
Kärv	AQPUSNIS
Kärva	AQP0PN0S	AQP0SNDS
Kärvar	NCUPN@IS
Kärvare	AQC00N0S
Kärve	NCUSN@IS
Kärvt	AQPNSNIS	RGPS
Kättare	NCUPN@IS
Kätteri	NCNSN@IS
Kätterskt	AQPNSNIS
Kättingen	NCUSN@DS
Kättingspelet	NCNSN@DS
Kävlinge	NP00N@0S
Kävlingeån	NP00N@0S
Käärik	NP00N@0S
Kåda	NCUSN@IS
Kåddis	NP00N@0S
Kågeloppet	NP00N@0S
Kåjor	NCUPN@IS
Kåk	NCUSN@IS
Kåkar	NCUPN@IS
Kåkarna	NCUPN@DS
Kåken	NCUSN@DS
Kåkfarare	NCUSN@IS
Kåkstraff	NCNSN@IS
Kåkstäder	NCUPN@IS
Kål	NCUSN@IS
Kålgård	NCUSN@IS
Kålhuvena	NCNPN@DS
Kålland	NCNSN@IS
Kållandet	NCNSN@DS
Kånkade	V@IIAS
Kånkande	AP000N0S
Kånkas	V@IPSS
Kånkat	V@IUAS
Kåpa	NCUSN@IS
Kåpan	NCUSN@DS
Kår	NCUSN@IS
Kårar	NCUPN@IS
Kåre	NCUSN@IS
Kåren	NCUSN@DS
Kårens	NCUSG@DS
Kårerna	NCUPN@DS
Kårfolk	NCNPN@IS
Kårhusockupationen	NCUSN@DS
Kårobligatoriet	NCNSN@DS
Kårordförande	NCUSN@IS
Kårpolitiker	NCUPN@IS
Kårval	NCNSN@IS
Kårvalen	NCNPN@DS
Kårvalet	NCNSN@DS
Kårår	NCNSN@IS
Kåseberga	NP00N@0S
Kåsebergaskeppet	NP00N@0S
Kåt	AQPUSNIS
Kåta-Förhören	NCNPN@DS
Kåtabesök	NCNPN@IS	NCNSN@IS
Kåtaförhör	NCNPN@IS
Kåtaförhören	NCNPN@DS
Kåtagrunder	NCUPN@IS
Kåtataket	NCNSN@DS
Kåtatomter	NCUPN@IS
Kåtheten	NCUSN@DS
Kåtor	NCUPN@IS
Kö	NCUSN@IS
Köa	V@N0AS
Köar	V@IPAS
Köbildning	NCUSN@IS
Köer	NCUPN@IS
Köerna	NCUPN@DS
Köhler	NP00N@0S
Kök	NCNPN@IS	NCNSN@IS
Kökar	NP00N@0S
Kökar-Flickan	NCUSN@DS
Kökar-flickan	NCUSN@DS
Köken	NCNPN@DS
Köket	NCNSN@DS
Kökets	NCNSG@DS
Köks-	NCN00@0C
Köksavfall	NCNPN@IS
Köksbord	NCNSN@IS
Köksbordet	NCNSN@DS
Köksdörren	NCUSN@DS
Köksfönstret	NCNSN@DS
Köksgolvet	NCNSN@DS
Köksgrejor	NCUPN@IS
Kökshus	NCNSN@IS
Köksingången	NCUSN@DS
Köksinredning	NCUSN@IS
Köksinredningen	NCUSN@DS
Kökskakel	NCNSN@IS
Kökskammaren	NCUSN@DS
Kökspersonal	NCUSN@IS
Kökspersonalen	NCUSN@DS
Köksredskap	NCNPN@IS
Kökssax	NCUSN@IS
Köksskåpen	NCNPN@DS
Kökssoffan	NCUSN@DS
Köksspisen	NCUSN@DS
Köksstol	NCUSN@IS
Kökstalanger	NCUPN@IS
Kökstjänst	NCUSN@IS
Köksträdgård	NCUSN@IS
Kökstyp	NCUSN@IS
Köksväggen	NCUSN@DS
Köksväxt-	NCU00@0C
Köl	NCUSN@IS
Kölbåt	NCUSN@IS
Kölbåtsklassen	NCUSN@DS
Köld	NCUSN@IS
Kölden	NCUSN@DS
Köldtestade	AF00PN0S
Köln	NP00N@0S
Kölvatten	NCNSN@IS
Kölvattnet	NCNSN@DS
Kön	NCNPN@IS	NCNSN@IS	NCUSN@DS
Könberg	NP00N@0S
Könen	NCNPN@DS
Könens	NCNPG@DS
Könet	NCNSN@DS
Könets	NCNSG@DS
König	NP00N@0S
Königsberg	NP00N@0S
Könlig	AQPUSNIS
Könlös	AQPUSNIS
Könlöst	RGPS
Köns-	NCN00@0C
Könsarrangemang	NCNPN@IS
Könsbaserade	AF00PN0S
Könsbestämbara	AQP0PN0S
Könsbestämmas	V@N0SS
Könsceller	NCUPN@IS
Könscellerna	NCUPN@DS
Könsdelar	NCUPN@IS
Könsdiskriminering	NCUSN@IS
Könsexklusiv	AQPUSNIS
Könsexklusiva	AQP0PN0S
Könsfostran	NCUSN@IS
Könsfördelning	NCUSN@IS
Könsfördelningen	NCUSN@DS
Könsförhållandena	NCNPN@DS
Könshormon	NCNSN@IS
Könshormonerna	NCNPN@DS
Könshänseende	NCNSN@IS
Könsidentifierbara	AQP0PN0S
Könsideologi	NCUSN@IS
Könskategori	NCUSN@IS
Könskategorin	NCUSN@DS
Könsliv	NCNSN@IS
Könslivet	NCNSN@DS
Könsmarkörer	NCUPN@IS
Könsmogen	AQPUSNIS
Könsmässig	AQPUSNIS
Könsmässiga	AQP0PN0S
Könsneutral	AQPUSNIS
Könsneutrala	AQP0PN0S
Könsneutralt	AQPNSNIS
Könsorgan	NCNPN@IS
Könsproblematikens	NCUSG@DS
Könsrelaterad	AF0USNIS
Könsrelationer	NCUPN@IS
Könsroller	NCUPN@IS
Könsrollerna	NCUPN@DS
Könsrollsmönster	NCNPN@IS	NCNSN@IS
Könsrollsmönstren	NCNPN@DS
Könsrollsmönstret	NCNSN@DS
Könsrollssystem	NCNSN@IS
Könssegregerad	AF0USNIS
Könssegregerat	AF0NSNIS
Könssjukdomar	NCUPN@IS
Könsskräck	NCUSN@IS
Könsspecifika	AQP0PN0S
Könsspecifikt	AQPNSNIS
Könssystem	NCNSN@IS
Könsvarelse	NCUSN@IS
Könsångest	NCUSN@IS
Köp	NCNPN@IS	NCNSN@IS
Köp-	NCN00@0C
Köp-Säljsystemet	NCNSN@DS
Köpa	V@N0AS
Köpare	NCUPN@IS	NCUSN@IS
Köparen	NCUSN@DS
Köparens	NCUSG@DS
Köpares	NCUSG@IS
Köparna	NCUPN@DS
Köpas	V@N0SS
Köpcentret	NCNSN@DS
Köpcentrum	NCNSN@IS
Köpeanbud	NCNPN@IS
Köpen	NCNPN@DS
Köpenhamn	NP00N@0S
Köpenhamns	NP00G@0S
Köpenhamnspolisen	NCUSN@DS
Köpenhamnstiden	NCUSN@DS
Köpenskap	NCUSN@IS
Köper	V@IPAS
Köpeskillingen	NCUSN@DS
Köpet	NCNSN@DS
Köping	NP00N@0S
Köpinge	NP00N@0S
Köpingens	NCUSG@DS
Köpingort	NCUSN@IS
Köpingorten	NCUSN@DS
Köpingorter	NCUPN@IS
Köpingsbildandet	NCNSN@DS
Köpkandidater	NCUPN@IS
Köpkraft	NCUSN@IS
Köpkraften	NCUSN@DS
Köpkraftspåspädning	NCUSN@IS
Köpkretsen	NCUSN@DS
Köplag	NCUSN@IS
Köplatser	NCUPN@IS
Köplusten	NCUSN@DS
Köpläge	NCNSN@IS
Köpman	NCUSN@IS
Köpmangatan	NP00N@0S
Köpmannaförbundet	NCNSN@DS
Köpmannen	NCUSN@DS
Köpmantorget	NP00N@0S
Köpmän	NCUPN@IS
Köpmännen	NCUPN@DS
Köpmännens	NCUPG@DS
Köpmänsfruar	NCUPN@IS
Köpoption	NCUSN@IS
Köprätt	NCUSN@IS
Köprätten	NCUSN@DS
Köps	V@IPSS
Köpslå	V@N0AS
Köpslående	NCNSN@IS
Köpstad	NCUSN@IS
Köpstaden	NCUSN@DS
Köpstark	AQPUSNIS
Köpstarka	AQP0SNDS
Köpsäljförhållande	NCNSN@IS
Köpt	AF0USNIS	V@IUAS
Köpte	V@IIAS
Köptes	V@IISS
Köptillfällen	NCNPN@IS
Köpts	V@IUSS
Köptvång	NCNSN@IS
Köpvärda	AQP0PN0S
Kör	NCUSN@IS	V@IPAS
Köra	V@N0AS
Körande	AP000N0S
Körare	NCUPN@IS
Köras	V@N0SS
Körbanan	NCUSN@DS
Körbarhet	NCUSN@IS
Körberg	NP00N@0S
Körd	AF0USNIS
Körde	V@IIAS
Kördes	V@IISS
Köregenskaper	NCUPN@IS
Köregenskaperna	NCUPN@DS
Kören	NCUSN@DS
Körens	NCUSG@DS
Körer	NCUPN@IS
Körerna	NCUPN@DS
Körernas	NCUPG@DS
Körfestival	NCUSN@IS
Körfälten	NCNPN@DS
Körförbundets	NCNSG@DS
Körglädje	NCUSN@IS
Körkort	NCNPN@IS	NCNSN@IS
Körkortet	NCNSN@DS
Körkänsla	NCUSN@IS
Körledare	NCUSN@IS
Körledaren	NCUSN@DS
Körlyriken	NCUSN@DS
Körlyrikens	NCUSG@DS
Körlyrikern	NCUSN@DS
Körlyrikgenre	NCUSN@IS
Körner	NP00N@0S
Körning	NCUSN@IS
Körningar	NCUPN@IS
Körningarna	NCUPN@DS
Körningen	NCUSN@DS
Körorder	NCUPN@IS	NCUSN@IS
Körprogram	NCNPN@IS
Körriktningen	NCUSN@DS
Körs	V@IPSS
Körsbär	NCNPN@IS
Körsbären	NCNPN@DS
Körsbärsträ	NCNSN@IS
Körsbärsträd	NCNPN@IS	NCNSN@IS
Körsbärsträdet	NCNSN@DS
Körschema	NCNSN@IS
Körsjungande	NCNSN@IS
Körslor	NCUPN@IS
Körsträcka	NCUSN@IS
Körsträckan	NCUSN@DS
Körstämmor	NCUPN@IS
Körsång	NCUSN@IS
Körsångare	NCUPN@IS
Körsångaren	NCUSN@DS
Körsången	NCUSN@DS
Körsånger	NCUPN@IS
Kört	AF0NSNIS	V@IUAS
Körtabellen	NCUSN@DS
Körtabeller	NCUPN@IS
Körtel	NCUSN@IS
Körtelsekret	NCNSN@IS
Körtlar	NCUPN@IS
Körts	V@IUSS
Körvel	NCUSN@IS
Körverksamhet	NCUSN@IS
Körverksamheten	NCUSN@DS
Köstampande	NCNSN@IS
Kötider	NCUPN@IS
Kött	NCNSN@IS
Köttaffär	NCUSN@IS
Köttberg	NCNPN@IS
Köttbullar	NCUPN@IS
Köttdjur	NCNPN@IS
Köttet	NCNSN@DS
Köttets	NCNSG@DS
Köttfärs	NCUSN@IS
Köttfärsröra	NCUSN@IS
Köttfärssås	NCUSN@IS
Köttförstöring	NCUSN@IS
Köttgryta	NCUSN@IS
Köttgrytan	NCUSN@DS
Köttgrytor	NCUPN@IS
Kötthögar	NCUPN@IS
Köttig	AQPUSNIS
Köttiga	AQP0PN0S
Köttis	NCUSN@IS
Köttproduktion	NCUSN@IS
Köttrasdjur	NCNPN@IS
Köttryckningar	NCUPN@IS
Köttskärt	AQPNSNIS
Köttslig	AQPUSNIS
Köttslige	AQPMSNDS
Köttstycket	NCNSN@DS
Köttvaror	NCUPN@IS
Köttätande	AP000N0S
Köttätare	NCUPN@IS
L	NC000@0A	NCNSN@IS
L&Apos;	NP00N@0S	XF
L&Apos;Appel	NP00N@0S
L&Apos;Arc	NP00N@0S
L&Apos;Expressionisme	NP00N@0S
L&apos;	NP00N@0S
L&apos;appel	NP00N@0S
L&apos;expressionisme	NP00N@0S
L.	NP00N@0S
L2:1	NP00N@0S
L2:10	NP00N@0S
L2:2	NP00N@0S
L2:6	NP00N@0S
L3:2	NP00N@0S
L3:6	NP00N@0S
L3:7	NP00N@0S
L3:8	NP00N@0S
LAF	NP00N@0S
LAG-förslaget	NCNSN@DS
LAGERHOLM	NP00N@0S
LAKAN	NCNPN@IS
LANKA	NP00N@0S
LANTZ	NP00N@0S
LAPPMARKSFÖRSAMLINGENS	NCUSG@DS
LARS	NP00N@0S
LARS-GEORG	NP00N@0S
LARSSON	NP00N@0S
LAS	NC000@0A
LAS-reglerna	NCUPN@DS
LASS	NP00N@0S
LASSE	NP00N@0S
LASSEN	NP00N@0S
LCD-monitor	NCUSN@IS
LCD-skärm	NCUSN@IS
LCD-skärmar	NCUPN@IS
LCD-skärmen	NCUSN@DS
LDL	NC000@0A
LDL-nivåer	NCUPN@IS
LEDARPLATS	NCUSN@IS
LEIF	NP00N@0S
LEIJONHUFVUD	NP00N@0S
LEISSNER	NP00N@0S
LEKEN	NCUSN@DS
LENA	NP00N@0S
LENDAHL	NP00N@0S
LENNART	NP00N@0S
LEP	NP00N@0S
LEVIATHAN	NP00N@0S
LEX	NC000@0A
LFF	NP00N@0S
LIGHTNIN&apos;	NP00N@0S
LIKA	AQP0PN0S	RG0S
LIKVIDITET	NCUSN@IS
LILLA	AQP0SNDS
LINDA	NP00N@0S
LINDER	NP00N@0S
LINDHOLM	NP00N@0S
LINDKVIST	NP00N@0S
LINDMAN	NP00N@0S
LINDMARKER	NP00N@0S
LINDÉN	NP00N@0S
LINJE	NCUSN@IS
LINKÖPING	NP00N@0S
LINTUNEN	NP00N@0S
LITET	AQPNSNIS
LIV	NCNSN@IS
LIVET	NCNSN@DS
LIVSLÅNGT	AQPNSNIS
LJUS	AQPUSNIS
LKABs	NP00G@0S
LKB-Produkter	NP00N@0S
LL	NP00N@0S
LL-bok	NCUSN@IS
LL-böcker	NCUPN@IS
LL-böckerna	NCUPN@DS
LL-förlaget	NP00N@0S
LL-genren	NCUSN@DS
LL-genrens	NCUSG@DS
LL-sammanhang	NCNSN@IS
LL-stiftelsen	NP00N@0S
LL-syndromet	NCNSN@DS
LL-träsket	NCNSN@DS
LL-utgivningen	NCUSN@DS
LME	NP00N@0S
LO	NP00N@0S
LO-beslutet	NCNSN@DS
LO-distrikt	NCNSN@IS
LO-distriktet	NCNSN@DS
LO-ekonomen	NCUSN@DS
LO-ekonomerna	NCUPN@DS
LO-ekonomernas	NCUPG@DS
LO-fack	NCNPN@IS
LO-förbund	NCNPN@IS
LO-gruppen	NCUSN@DS
LO-kongressen	NCUSN@DS
LO-kongressens	NCUSG@DS
LO-ledning	NCUSN@IS
LO-mannen	NCUSN@DS
LO-tidningen	NCUSN@DS
LO-utredningen	NCUSN@DS
LO-vassen	NCUSN@DS
LO:s	NP00G@0S
LOFGREN	NP00N@0S
LOKKO	NP00N@0S
LOKUS	NP00N@0S
LONDON	NP00N@0S
LOUISE	NP00N@0S
LP	NCUSN@IS
LP-plattor	NCUPN@IS
LR	NC000@0A
LRF	NP00N@0S
LRF-konsumentdelegationen	NCUSN@DS
LRF-rapport	NCUSN@IS
LS	NP00N@0S
LSS	NP00N@0S
LT-garantier	NCUPN@IS
LTM	NC000@0A
LTTE	NP00N@0S
LU	NP00N@0S
LUCKOR	NCUPN@IS
LUJ	NP00N@0S
LULEÅ	NP00N@0S
LUNDAGÅRDSBOKEN	NCUSN@DS
LUNDEGÅRD	NP00N@0S
LUNDGREN	NP00N@0S
LUNDKVIST	NP00N@0S
LUOMA-KETURI	NP00N@0S
LUVA-reformen	NCUSN@DS
LV	NC000@0A
LYCKAD	AF0USNIS
LYCKTRÄFF	NCUSN@IS
LYSEKIL	NP00N@0S
LYSTEDT	NP00N@0S
La	NP00N@0S	V@IIAS	XF
LaBerge	NP00N@0S
Laberge	NP00N@0S
Labiala	AQP0SNDS
Laborationer	NCUPN@IS
Laborativ	AQPUSNIS
Laborativa	AQP0PN0S
Laboratoire	XF
Laboratorieassistent	NCUSN@IS
Laboratoriechef	NCUSN@IS
Laboratoriejournaler	NCUPN@IS
Laboratoriekoppling	NCUSN@IS
Laboratoriemiljön	NCUSN@DS
Laboratoriemiljöns	NCUSG@DS
Laboratoriemässig	AQPUSNIS
Laboratoriemässiga	AQP0PN0S
Laboratorieprov	NCNPN@IS
Laboratorier	NCNPN@IS
Laboratorierna	NCNPN@DS
Laboratories	NP00N@0S
Laboratorieskala	NCUSN@IS
Laboratoriestatus	NCNSN@IS
Laboratoriet	NCNSN@DS
Laboratoriets	NCNSG@DS
Laboratorieundersökningar	NCUPN@IS
Laboratorieuppkoppling	NCUSN@IS
Laboratorium	NCNSN@DS	NCNSN@IS
Laboratoriums	NCNSG@IS
Labs	NP00N@0S
Labyrinter	NCUPN@IS
Labyrintiska	AQP0PN0S
Laceration	NCUSN@IS
Lacerda	NP00N@0S
Lack	NCUSN@IS
Lackar	V@IPAS
Lackat	V@IUAS
Lacken	NCUSN@DS
Lacker	NCUPN@IS
Lackerar	V@IPAS
Lackeringen	NCUSN@DS
Lackskor	NCUPN@IS
Lacouture	NP00N@0S
Lada	NCUSN@IS
Ladan	NCUSN@DS
Ladd	NP00N@0S
Ladda	V@N0AS
Laddad	AF0USNIS
Laddade	AF00PN0S	AQP0PN0S	V@IIAS
Laddar	V@IPAS
Laddas	V@IPSS	V@N0SS
Laddat	AF0NSNIS
Laddats	V@IUSS
Laddluftkylare	NCUSN@IS
Laddning	NCUSN@IS
Laddningar	NCUPN@IS
Laddningarna	NCUPN@DS
Laddningen	NCUSN@DS
Laddningsfördelning	NCUSN@IS
Laddsystemen	NCNPN@DS
Laddtapp	NCUSN@IS
Laddtiden	NCUSN@DS
Laddtrycket	NCNSN@DS
Lade	V@IIAS
Lades	V@IISS
Ladislav	NP00N@0S
Lador	NCUPN@IS
Ladorna	NCUPN@DS
Ladtjo	NP00N@0S
Ladugård	NCUSN@IS
Ladugårdar	NCUPN@IS
Ladugårdarna	NCUPN@DS
Ladugården	NCUSN@DS
Ladugårdsdelen	NCUSN@DS
Ladväggen	NCUSN@DS
Lady	NCUSN@IS	XF
Laevis	XF
Laf	NP00N@0S
Lag	NCNPN@IS	NCNSN@IS	NCUSN@IS
Lag-Förslaget	NCNSN@DS
Laga	AQP00N0S	V@N0AS
Lagad	AF0USNIS
Lagade	V@IIAS
Laganda	NCUSN@IS
Lagandan	NCUSN@DS
Lagar	NCUPN@IS	V@IPAS
Lagarbete	NCNSN@IS
Lagarna	NCUPN@DS
Lagas	V@IPSS	V@N0SS
Lagaskiftesförordningen	NCUSN@DS
Lagaskiftet	NCNSN@DS
Lagat	V@IUAS
Lagats	V@IUSS
Lagbas	NCUSN@IS
Lagbasen	NCUSN@DS
Lagbegreppet	NCNSN@DS
Lagbestämmelse	NCUSN@IS
Lagbestämmelser	NCUPN@IS
Lagboken	NCUSN@DS
Lagbuden	NCNPN@DS
Lagbundna	AF00PN0S
Lagböckerna	NCUPN@DS
Lagd	AF0USNIS
Lagda	AF00PN0S
Lagen	NCNPN@DS	NCUSN@DS
Lagenlighet	NCUSN@IS
Lagens	NCUSG@DS
Lager	NCNPN@IS	NCNSN@IS
Lagerbring	NP00N@0S
Lagerbyggnader	NCUPN@IS
Lagercentraler	NCUPN@IS
Lagercrantz	NP00N@0S
Lagerenheter	NCUPN@IS
Lagerfabriker	NCUPN@IS
Lagerfärger	NCUPN@IS
Lagerförsäljning	NCUSN@IS
Lagerförändringar	NCUPN@IS
Lagerförändringarna	NCUPN@DS
Lagergren	NP00N@0S
Lagerholm	NP00N@0S
Lagerhyllor	NCUPN@IS
Lagerhållning	NCUSN@IS
Lagerhållningarna	NCUPN@DS
Lagerhållningen	NCUSN@DS
Lagerindustrin	NCUSN@DS
Lagerkrans	NCUSN@IS
Lagerkvist	NP00N@0S
Lagerkvists	NP00G@0S
Lagerkällaren	NCUSN@DS
Lagerlokal	NCUSN@IS
Lagerlokaler	NCUPN@IS
Lagerlokalerna	NCUPN@DS
Lagerlöf	NP00N@0S
Lagerlöfs	NP00G@0S
Lagerlöfsstudier	NP00N@0S
Lagerprototyperna	NCUPN@DS
Lagerpunkter	NCUPN@IS
Lagerrum	NCNSN@IS
Lagerspecifika	AQP0PN0S
Lagertillverkare	NCUPN@IS	NCUSN@IS
Lagerås	NP00N@0S
Lagerölet	NCNSN@DS
Laget	NCNSN@DS
Lagets	NCNSG@DS
Lagform	NCUSN@IS
Lagförslaget	NCNSN@DS
Lagförslagets	NCNSG@DS
Laghouat	NP00N@0S
Lagjustering	NCUSN@IS
Lagkamrater	NCUPN@IS
Lagkapten	NCUSN@IS
Lagkaptens	NCUSG@IS
Lagkompisar	NCUPN@IS
Lagledare	NCUPN@IS	NCUSN@IS
Lagledarens	NCUSG@DS
Laglig	AQPUSNIS
Lagliga	AQP0PN0S
Lagligen	RG0S
Lagligt	RGPS
Laglydiga	AQP0PN0S
Laglydnad	NCUSN@IS
Lagman	NP00N@0S
Lagmansting	NCNPN@IS	NCNSN@IS
Lagmanstingen	NCNPN@DS
Lagmönster	NCNSN@IS
Lago	NP00N@0S
Lagom	AQPUSNIS	RG0S
Lagoma	AQP0SNDS
Lagområdet	NCNSN@DS
Lagparagraf	NCUSN@IS
Lagpåstående	NCNSN@IS
Lagra	V@N0AS
Lagrad	AF0USNIS
Lagrade	AF00PN0S	V@IIAS
Lagrades	V@IISS
Lagrar	NCUPN@IS	V@IPAS
Lagrarna	NCUPN@DS
Lagras	V@IPSS	V@N0SS
Lagrat	AF0NSNIS
Lagrats	V@IUSS
Lagregeln	NCUSN@DS
Lagregler	NCUPN@IS
Lagreglering	NCUSN@IS
Lagregleringen	NCUSN@DS
Lagreglerna	NCUPN@DS
Lagren	NCNPN@DS
Lagrens	NCNPG@DS
Lagret	NCNSN@DS
Lagring	NCUSN@IS
Lagringen	NCUSN@DS
Lagringskostnaderna	NCUPN@DS
Lagringsresurser	NCUPN@IS
Lagringsteknik	NCUSN@IS
Lagringstiden	NCUSN@DS
Lagringsvin	NCNSN@IS
Lagrum	NCNSN@IS
Lagrummet	NCNSN@DS
Lagrådet	NCNSN@DS
Lagrådets	NCNSG@DS
Lagrådsremissen	NCUSN@DS
Lags	NCNSG@IS	NCUSG@IS
Lagspel	NCNSN@IS
Lagstadga	V@N0AS
Lagstadgade	AF00PN0S
Lagstadgat	AF0NSNIS
Lagstifta	V@N0AS
Lagstiftning	NCUSN@IS
Lagstiftningen	NCUSN@DS
Lagstiftningens	NCUSG@DS
Lagstiftningsarbete	NCNSN@IS
Lagstiftningstekniskt	RGPS
Lagstiftningsärende	NCNSN@IS
Lagstiftningsärendet	NCNSN@DS
Lagstiftningsåtgärder	NCUPN@IS
Lagstyrda	AF00PN0S
Lagt	V@IUAS
Lagtekniskt	AQPNSNIS
Lagtempolaget	NCNSN@DS
Lagtempolopp	NCNPN@IS	NCNSN@IS
Lagtempoloppet	NCNSN@DS
Lagtext	NCUSN@IS
Lagtextbundna	AQP0PN0S
Lagtexten	NCUSN@DS
Lagtexter	NCUPN@IS
Lagtolkaren	NCUSN@DS
Lagts	V@IUSS
Lagtävlingen	NCUSN@DS
Laguppställningen	NCUSN@DS
Lagverk	NCNSN@IS
Lagändring	NCUSN@IS
Lagändringar	NCUPN@IS
Lagändringen	NCUSN@DS
Lagård	NCUSN@IS
Lagårdskarl	NCUSN@IS
Lagårdsänden	NCUSN@DS
Laholm	NP00N@0S
Laiksjö	NP00G@0S	NP00N@0S
Laiksjön	NP00N@0S
Laiksjöns	NP00G@0S
Lainio	NP00N@0S
Laissez-Faire	XF
Laissez-Faireanda	NCUSN@IS
Laisälven	NP00N@0S
Lait	NP00N@0S
Lajksjölandet	NP00N@0S
Lakan	NCNPN@IS	NCNSN@IS
Lakanen	NCNPN@DS
Lakanets	NCNSG@DS
Lakas	V@IPSS
Lake	NP00N@0S
Lakelandterriern	NCUSN@DS
Lakoff	NP00N@0S
Lakoffs	NP00G@0S
Lakoniska	AQP0PN0S
Lakoniskt	RGPS
Lakritsbåtar	NCUPN@IS
Lakshminarayana	NP00N@0S
Laktacidos	NCUSN@IS
Laktos	NCUSN@IS
Laktovegis	NCUSN@IS
Laktulos	NCUSN@IS
Lakunär	AQPUSNIS
Lakunära	AQP0PN0S
Lallan	NP00N@0S
Lallande	AP000N0S
Lam	AQPUSNIS
Lama	AQP0SNDS
Laman	NCUSN@DS
Lambwe	NP00N@0S
Lambwe-Dalen	NCUSN@DS
Lambwe-dalen	NCUSN@DS
Lamina	XF
Laminat	NCNPN@IS	NCNSN@IS
Laminatgolv	NCNPN@IS
Laminatgolven	NCNPN@DS
Laminatprodukter	NCUPN@IS
Laminattillverkare	NCUPN@IS
Lamm	NCNPN@IS	NCNSN@IS
Lammet	NCNSN@DS
Lammets	NCNSG@DS
Lamms	NP00G@0S
Lammstek	NCUSN@IS
Lammull	NCUSN@IS
Lammullen	NCUSN@DS
Lamor	NCUPN@IS
Lampa	NCUSN@IS
Lampan	NCUSN@DS
Lampe	NP00N@0S
Lampor	NCUPN@IS
Lampornas	NCUPG@DS
Lampskärmsställningar	NCUPN@IS
Lamslagen	AQPUSNIS
Lamt	AQPNSNIS
Lancaster	NP00N@0S
Lancelot	NP00N@0S
Lancet	NP00N@0S
Lancia	NP00N@0S
Land	NCNPN@IS	NCNSN@IS
Landa	V@N0AS
Landade	V@IIAS
Landanpassad	AF0USNIS
Landar	V@IPAS
Landat	V@IUAS
Landbaserad	AF0USNIS
Landböndernas	NCUPG@DS
Landcruiser	NP00N@0S
Landeryou	NP00N@0S
Landet	NCNSN@DS
Landets	NCNSG@DS
Landgången	NCUSN@DS
Landhöjningen	NCUSN@DS
Landis	NP00N@0S
Landkrabba	NCUSN@IS
Landmärke	NCNSN@IS
Landmärket	NCNSN@DS
Landmärkets	NCNSG@DS
Landningsbanan	NCUSN@DS
Landningsmanöver	NCUSN@IS
Landningsplatsen	NCUSN@DS
Landningsögonblicket	NCNSN@DS
Landområde	NCNSN@IS
Landområden	NCNPN@IS
Landpermis	NCUSN@IS
Landquist	NP00N@0S
Landquists	NP00G@0S
Landqvist	NP00N@0S
Landremsa	NCUSN@IS
Landroverns	NCUSG@DS
Lands	NCNSG@IS
Lands-	NCN00@0C
Landsbanki	NP00N@0S
Landsbergis	NP00G@0S	NP00N@0S
Landsbokstäver	NCUPN@IS
Landsbygd	NCUSN@IS
Landsbygden	NCUSN@DS
Landsbygdens	NCUSG@DS
Landsbygdsbefolkning	NCUSN@IS
Landsbygdsbefolkningen	NCUSN@DS
Landsbygdsenheten	NCUSN@DS
Landsbygdsföretagare	NCUPN@IS
Landsbygdsföretagarnas	NCUPG@DS
Landsbygdsmiljö	NCUSN@IS
Landsbygdsmänniskor	NCUPN@IS
Landsbygdsromantik	NCUSN@IS
Landsbygdsutveckling	NCUSN@IS
Landsbygdsutvecklingen	NCUSN@DS
Landsfiskalen	NCUSN@DS
Landsfiskalsassistent	NCUSN@IS
Landsflykt	NCUSN@IS
Landsflykten	NCUSN@DS
Landsflyktig	AQPUSNIS
Landsfogden	NCUSN@DS
Landsförsamlings	NCUSG@IS
Landsförvisats	V@IUSS
Landshövding	NCUSN@IS
Landshövdingar	NCUPN@IS
Landshövdingen	NCUSN@DS
Landshövdingepar	NCNSN@IS
